Domain,Feed,Title,Category,Status,Score,OG-Images,Content Type,Creative Instance ID,Destination Domains,Channels,Rank,Original_Feed
simplyrecipes.com,https://www.simplyrecipes.com/rss,Simply Recipes,Food,,,,article,,www.simplyrecipes.com,Food,181,https://www.simplyrecipes.com/feeds/google-news
nintendolife.com,https://www.nintendolife.com/feeds/latest,Nintendo Life,Gaming,,,,article,,www.nintendolife.com,Gaming,182,https://www.nintendolife.com/feeds/latest
verywellfit.com,https://www.verywellfit.com/feeds/google-news,Very Well Fit,Health,,,,article,,www.verywellfit.com,Health,183,https://www.verywellfit.com/feeds/google-news
slate.com,https://www.slate.com/rss,Slate,Culture,,,,article,,slate.com,Culture,184,https://slate.com/feeds/all.rss
appuals.com,https://appuals.com/feed/,Appuals,Technology,,,,article,,appuals.com,Technology,185,https://appuals.com/feed/
hbr.org,https://feeds.hbr.org/harvardbusiness/,Harvard Business Review,Business,,,,article,,hbr.org,Business,186,https://feeds.harvardbusiness.org/harvardbusiness/
vice.com,https://www.vice.com/rss,VICE,Culture,,,,article,,www.vice.com,Culture,187,https://www.vice.com/en/rss?locale=en_us
bonappetit.com,https://www.bonappetit.com/rss/stories,Bon Appétit,Food,,,,article,,www.bonappetit.com,Food,188,https://www.bonappetit.com/feed/rss
laptopmag.com,https://www.laptopmag.com/feeds/all,Laptop Mag,Technology,,,,article,,www.laptopmag.com,Technology,189,https://www.laptopmag.com/feeds/all
gamepressure.com,https://www.gamepressure.com/rss/news.xml,Gamepressure,Gaming,,,,article,,www.gamepressure.com,Gaming,190,https://www.gamepressure.com/rss/news.xml
dualshockers.com,https://www.dualshockers.com/feed/atom/,DualShockers,Gaming,,,,article,,www.dualshockers.com,Gaming,191,https://www.dualshockers.com/feed/atom/
mdpi.com,https://www.mdpi.com/rss,MDPI,Science,,,,article,,www.mdpi.com,Science,192,https://www.mdpi.com/rss
countryliving.com,https://www.countryliving.com/rss/all,Country Living Magazine,Home,,,,article,,www.countryliving.com,Home,193,https://www.countryliving.com/rss/all
chicagotribune.com,https://www.chicagotribune.com/arc/outboundfeeds/rss/section/nation-world/&sort=display_date:desc/,Chicago Tribune,Top News,,,,article,,www.chicagotribune.com,Top News,194,https://www.chicagotribune.com/arc/outboundfeeds/rss/section/nation-world/&sort=display_date:desc/
axios.com,https://api.axios.com/feed,Axios,Politics,,,On,article,,www.axios.com,Politics,195,https://api.axios.com/feed/
thedrive.com,https://www.thedrive.com/rss,The Drive,Cars,,,,article,,www.thedrive.com,Cars,196,https://api.thedrive.com/feed/?post_type=the_drive_article
digitalspy.com,https://www.digitalspy.com/rss/all,Digital Spy,Entertainment,,,,article,,www.digitalspy.com,Entertainment,197,https://www.digitalspy.com/rss/all
radiotimes.com,https://www.radiotimes.com/feed/atom/,Radio Times,Entertainment,,,,article,,www.radiotimes.com,Entertainment,198,https://www.radiotimes.com/feed/atom/
popsugar.com,https://www.popsugar.co.uk/feed,Popsugar,Fashion,,,,article,,www.popsugar.co.uk,Fashion,199,https://www.popsugar.com/feed
xkcd.com,https://www.xkcd.com/rss.xml,XKCD,Fun,,,,article,,xkcd.com,Fun,200,https://www.xkcd.com/rss.xml
